brand,sales,price,feat,modePrice,discount
dominicks,25023.99999,1.58,0,1.58,0
dominicks,7168,1.62,0,1.58,0
dominicks,6144,2.09,1,1.58,0
dominicks,1472,1.59,0,1.58,0
dominicks,20480,1.59,1,1.58,0
dominicks,6464,1.79,0,1.58,0
dominicks,1408,1.58,0,1.58,0
dominicks,2944,1.59,0,1.58,0
dominicks,17664,1.58,0,1.58,0
dominicks,6912,1.89,0,1.58,0
dominicks,4800,2.09,0,1.58,0
dominicks,9664,1.69,0,1.58,0
dominicks,5632,1.58,0,1.58,0
dominicks,19968,1.5,1,1.58,1
dominicks,30912,1.24,1,1.58,1
dominicks,3776,1.58,0,1.58,0
dominicks,8320,1.59,0,1.58,0
dominicks,3392,1.58,0,1.58,0
dominicks,6848,1.89,0,1.58,0
dominicks,17536,1.58,0,1.58,0
dominicks,7808,1.89,0,1.58,0
dominicks,256,1.59,0,1.58,0
dominicks,3392,1.49,0,1.58,1
dominicks,79039.99997,1.49,1,1.58,1
dominicks,16128,1.49,0,1.58,1
dominicks,1664,2.69,0,1.58,0
dominicks,5248,2.69,0,1.58,0
dominicks,21248,1.99,1,1.58,0
dominicks,89728,1.09,1,1.58,1
dominicks,16192,1.29,0,1.58,1
dominicks,5376,1.59,0,1.58,0
dominicks,7936,1.69,0,1.58,0
dominicks,47936.00001,1.79,1,1.58,0
dominicks,113088,1.24,1,1.58,1
dominicks,8576,1.59,1,1.58,0
dominicks,6528,1.58,0,1.58,0
dominicks,95679.99998,0.99,1,1.58,1
dominicks,2496,1.79,0,1.58,0
dominicks,12160,1.79,0,1.58,0
dominicks,44671.99999,1.49,1,1.58,1
dominicks,13312,1.29,0,1.58,1
dominicks,9728,1.69,0,1.58,0
dominicks,53312.00003,1.14,1,1.58,1
dominicks,8384,1.58,0,1.58,0
dominicks,26240,1.58,0,1.58,0
dominicks,5120,1.69,0,1.58,0
dominicks,9216,1.39,0,1.58,1
dominicks,10944,1.79,0,1.58,0
dominicks,29631.99999,2.29,1,1.58,0
dominicks,77440,1.49,1,1.58,1
dominicks,2816,2.29,0,1.58,0
dominicks,3776,2.29,0,1.58,0
dominicks,3392,1.89,0,1.58,0
dominicks,4544,2.29,0,1.58,0
dominicks,128,2.09,0,1.58,0
dominicks,18944,1.59,1,1.58,0
dominicks,1216,1.89,0,1.58,0
dominicks,8064,1.24,0,1.58,1
dominicks,22464,1.29,0,1.58,1
dominicks,36031.99998,1.24,1,1.58,1
dominicks,9280,1.59,1,1.58,0
dominicks,4480,2.19,0,1.58,0
dominicks,21824,1.39,1,1.58,1
dominicks,1472,2.69,0,1.58,0
dominicks,512,1.39,0,1.58,1
dominicks,6912,2.69,0,1.58,0
dominicks,6400,1.58,1,1.58,0
dominicks,3776,2.09,0,1.58,0
dominicks,6208,1.59,0,1.58,0
dominicks,2880,2.09,0,1.58,0
dominicks,35776.00002,1.89,1,1.58,0
dominicks,6080,1.61,0,1.58,0
dominicks,10432,1.69,1,1.58,0
dominicks,6336,1.82,0,1.58,0
dominicks,13632,1.47,0,1.58,1
dominicks,12288,1.58,0,1.58,0
dominicks,12608,1.54,0,1.58,1
dominicks,9984,1.39,0,1.58,1
dominicks,4800,1.82,0,1.58,0
dominicks,2176,2.29,0,1.58,0
dominicks,1152,2.29,0,1.58,0
dominicks,3328,2.29,0,1.58,0
dominicks,15616,1.49,0,1.58,1
dominicks,2752,1.58,0,1.58,0
dominicks,6272,1.58,1,1.58,0
dominicks,11456,1.39,0,1.58,1
dominicks,2112,1.58,0,1.58,0
dominicks,8832,1.39,0,1.58,1
dominicks,7168,1.79,0,1.58,0
dominicks,14400,1.34,0,1.58,1
dominicks,3520,1.59,0,1.58,0
dominicks,3328,2.12,0,1.58,0
dominicks,2496,2.24,0,1.58,0
dominicks,5120,1.97,0,1.58,0
dominicks,47232,1.29,0,1.58,1
dominicks,10240,1.31,0,1.58,1
dominicks,19712,1,0,1.58,1
dominicks,9600,0.99,0,1.58,1
dominicks,7360,1.61,0,1.58,0
dominicks,24640.00001,1.29,1,1.58,1
dominicks,3520,2.69,0,1.58,0
dominicks,22848,1.49,1,1.58,1
dominicks,5376,2.69,0,1.58,0
dominicks,16960,1.49,1,1.58,1
dominicks,4416,1.99,0,1.58,0
dominicks,16640,1.58,0,1.58,0
dominicks,4608,1.58,0,1.58,0
dominicks,9536,1.5,0,1.58,1
dominicks,52544.00001,1.39,1,1.58,1
dominicks,10880,1.45,0,1.58,1
dominicks,4608,1.99,0,1.58,0
dominicks,8192,1.29,0,1.58,1
dominicks,22655.99999,1.49,1,1.58,1
dominicks,17088,1.39,0,1.58,1
dominicks,22079.99999,1.59,1,1.58,0
dominicks,13248,1.59,0,1.58,0
dominicks,1792,1.81,0,1.58,0
dominicks,8192,1.69,1,1.58,0
dominicks,18368,1.58,1,1.58,0
dominicks,8384,1.58,0,1.58,0
dominicks,3840,1.58,0,1.58,0
dominicks,16960,1.59,1,1.58,0
dominicks,1408,2.29,0,1.58,0
dominicks,52480.00002,1.89,1,1.58,0
dominicks,23232.00001,1.89,0,1.58,0
dominicks,17216,1.89,0,1.58,0
dominicks,16576,1.79,0,1.58,0
dominicks,8512,1.65,0,1.58,0
dominicks,27583.99999,1.49,0,1.58,1
dominicks,2304,2.69,0,1.58,0
dominicks,125632,1.24,1,1.58,1
dominicks,25279.99999,1.39,1,1.58,1
dominicks,12928,1.58,0,1.58,0
dominicks,8704,1.89,0,1.58,0
dominicks,23680,1.58,0,1.58,0
dominicks,47807.99998,2.49,1,1.58,0
dominicks,9472,2.69,0,1.58,0
dominicks,1152,1.59,0,1.58,0
dominicks,14976,1.15,0,1.58,1
dominicks,21312,1.58,1,1.58,0
dominicks,10048,1.4,0,1.58,1
dominicks,47680.00001,0.99,1,1.58,1
dominicks,22720,0.99,0,1.58,1
dominicks,10112,2.69,0,1.58,0
dominicks,49152.00002,1.58,1,1.58,0
dominicks,9472,1.58,0,1.58,0
dominicks,27904.00001,1.58,0,1.58,0
dominicks,11584,1.58,0,1.58,0
dominicks,3072,1.58,0,1.58,0
dominicks,3520,1.58,0,1.58,0
dominicks,42496.00001,1.29,1,1.58,1
dominicks,6080,1.29,0,1.58,1
dominicks,5632,1.99,0,1.58,0
dominicks,3776,1.99,0,1.58,0
dominicks,44927.99998,1.69,0,1.58,0
dominicks,12032,1.79,0,1.58,0
dominicks,18496,1.79,0,1.58,0
dominicks,63999.99998,1.49,1,1.58,1
dominicks,4032,1.99,1,1.58,0
dominicks,1984,2.09,0,1.58,0
dominicks,2112,1.58,0,1.58,0
dominicks,29119.99999,1.49,0,1.58,1
dominicks,4224,2.24,0,1.58,0
dominicks,1152,1.58,0,1.58,0
dominicks,12672,1.29,0,1.58,1
dominicks,89984.00002,2.29,1,1.58,0
dominicks,3456,1.92,0,1.58,0
dominicks,113024.0001,1.29,1,1.58,1
dominicks,16192,1.29,0,1.58,1
dominicks,6016,1.58,1,1.58,0
dominicks,6144,1.99,0,1.58,0
dominicks,11712,1.49,0,1.58,1
dominicks,1536,1.89,0,1.58,0
dominicks,1728,2.09,0,1.58,0
dominicks,4288,1.89,1,1.58,0
dominicks,30016.00001,1.99,0,1.58,0
dominicks,18816,1.89,1,1.58,0
dominicks,8000,1.89,0,1.58,0
dominicks,5120,1.79,0,1.58,0
dominicks,10816,1.79,1,1.58,0
dominicks,5632,1.79,0,1.58,0
dominicks,640,2.69,0,1.58,0
dominicks,30080,2.49,1,1.58,0
dominicks,4096,1.49,0,1.58,1
dominicks,4928,1.39,0,1.58,1
dominicks,16640,1.58,0,1.58,0
dominicks,128,1.39,0,1.58,1
dominicks,4608,1.58,0,1.58,0
dominicks,3840,1.58,0,1.58,0
dominicks,4096,2.09,0,1.58,0
dominicks,2048,1.58,0,1.58,0
dominicks,4288,1.58,0,1.58,0
dominicks,3904,1.58,1,1.58,0
dominicks,4608,1.58,0,1.58,0
dominicks,11712,1.69,0,1.58,0
dominicks,4032,1.76,0,1.58,0
dominicks,6208,1.89,0,1.58,0
dominicks,5952,1.89,0,1.58,0
dominicks,27136.00001,1.49,1,1.58,1
dominicks,7360,1.51,0,1.58,1
dominicks,11776,1.69,0,1.58,0
dominicks,11584,1.54,0,1.58,1
dominicks,51263.99998,1.39,1,1.58,1
dominicks,4928,2.29,0,1.58,0
dominicks,11328,1.59,0,1.58,0
dominicks,17472,1.5,1,1.58,1
dominicks,5696,1.58,0,1.58,0
dominicks,14080,1.59,1,1.58,0
dominicks,4224,1.58,0,1.58,0
dominicks,6144,1.58,0,1.58,0
dominicks,4864,1.59,0,1.58,0
dominicks,1728,1.59,0,1.58,0
dominicks,7552,1.59,1,1.58,0
dominicks,8128,1.59,0,1.58,0
dominicks,11008,1.59,0,1.58,0
dominicks,704,2.09,0,1.58,0
dominicks,32896.00001,1.89,1,1.58,0
dominicks,9216,1.89,0,1.58,0
dominicks,12224,1.89,0,1.58,0
dominicks,7232,1.79,0,1.58,0
dominicks,35071.99999,1.79,1,1.58,0
dominicks,8704,1.58,0,1.58,0
dominicks,15360,1.49,1,1.58,1
dominicks,3648,1.29,0,1.58,1
dominicks,3264,1.99,0,1.58,0
dominicks,38847.99998,1.59,1,1.58,0
dominicks,21056,1.29,0,1.58,1
dominicks,59520.00003,0.99,0,1.58,1
dominicks,19392,1.59,1,1.58,0
dominicks,44991.99999,2.49,1,1.58,0
dominicks,8640,2.19,0,1.58,0
dominicks,27264.00001,1.59,0,1.58,0
dominicks,4224,1.59,0,1.58,0
dominicks,6528,2.09,1,1.58,0
dominicks,4736,1.57,0,1.58,1
dominicks,45888,1.58,1,1.58,0
dominicks,10816,1.58,0,1.58,0
dominicks,1600,2.09,0,1.58,0
dominicks,17408,1.89,1,1.58,0
dominicks,4928,1.73,0,1.58,0
dominicks,4608,1.89,0,1.58,0
dominicks,16896,1.5,1,1.58,1
dominicks,15872,1.59,0,1.58,0
dominicks,3648,2.09,0,1.58,0
dominicks,1728,2.19,0,1.58,0
dominicks,768,2.19,0,1.58,0
dominicks,3776,2.19,0,1.58,0
dominicks,27839.99999,1.59,1,1.58,0
dominicks,11648,1.59,0,1.58,0
dominicks,3712,1.76,0,1.58,0
dominicks,5248,1.79,0,1.58,0
dominicks,9600,1.55,0,1.58,1
dominicks,8256,1.59,1,1.58,0
dominicks,6592,1.89,0,1.58,0
dominicks,5568,1.89,0,1.58,0
dominicks,5888,1.79,0,1.58,0
dominicks,9280,1.58,0,1.58,0
dominicks,65087.99997,1.58,1,1.58,0
dominicks,23872,1.58,0,1.58,0
dominicks,5120,1.59,1,1.58,0
dominicks,6592,1.29,0,1.58,1
dominicks,15616,0.99,0,1.58,1
dominicks,10112,1.91,0,1.58,0
dominicks,6592,1.58,0,1.58,0
dominicks,8640,1.58,0,1.58,0
dominicks,10752,1.59,0,1.58,0
dominicks,10560,1.69,0,1.58,0
dominicks,10112,1.69,0,1.58,0
dominicks,71232.00003,1.69,0,1.58,0
dominicks,39296.00002,1.69,0,1.58,0
dominicks,1088,2.19,0,1.58,0
dominicks,69888.00002,0.99,1,1.58,1
dominicks,1088,2.19,0,1.58,0
dominicks,4544,2.19,0,1.58,0
dominicks,22079.99999,1.49,1,1.58,1
dominicks,4544,1.49,0,1.58,1
dominicks,1024,2.19,0,1.58,0
dominicks,20544,1.69,0,1.58,0
dominicks,6144,1.69,0,1.58,0
dominicks,6976,1.69,0,1.58,0
dominicks,7488,1.69,0,1.58,0
dominicks,6784,1.69,0,1.58,0
dominicks,19968,1.89,0,1.58,0
dominicks,6784,1.29,0,1.58,1
dominicks,4416,2.09,0,1.58,0
dominicks,3328,2.24,0,1.58,0
dominicks,6400,2.24,0,1.58,0
dominicks,60927.99999,1.49,0,1.58,1
dominicks,6208,2.24,0,1.58,0
dominicks,2560,1.49,0,1.58,1
dominicks,512,2.69,0,1.58,0
dominicks,3264,2.69,0,1.58,0
dominicks,20096,1.69,0,1.58,0
dominicks,84287.99999,1.69,0,1.58,0
dominicks,896,2.69,0,1.58,0
dominicks,1536,2.09,0,1.58,0
dominicks,4032,1.58,0,1.58,0
dominicks,20480,1.99,0,1.58,0
dominicks,10944,1.99,0,1.58,0
dominicks,3712,1.89,0,1.58,0
dominicks,10112,1.89,0,1.58,0
dominicks,27455.99999,1.59,1,1.58,0
dominicks,1408,2.69,0,1.58,0
dominicks,9088,1.56,0,1.58,1
dominicks,16768,1.58,0,1.58,0
dominicks,52160.00002,1.58,0,1.58,0
dominicks,33024.00001,1.49,1,1.58,1
dominicks,1344,1.58,0,1.58,0
dominicks,4224,1.89,1,1.58,0
dominicks,18752,1.69,0,1.58,0
dominicks,5504,1.58,0,1.58,0
dominicks,13248,1.58,0,1.58,0
dominicks,29247.99999,1.58,0,1.58,0
dominicks,4608,1.58,0,1.58,0
dominicks,3136,1.58,0,1.58,0
dominicks,2816,1.58,0,1.58,0
dominicks,9728,1.58,1,1.58,0
dominicks,14208,1.58,0,1.58,0
dominicks,10880,1.58,1,1.58,0
dominicks,4160,1.99,0,1.58,0
dominicks,23487.99999,1.69,0,1.58,0
dominicks,9792,1.59,0,1.58,0
dominicks,5632,1.59,0,1.58,0
dominicks,9984,1.59,1,1.58,0
dominicks,10432,1.59,0,1.58,0
dominicks,11008,1.58,1,1.58,0
dominicks,8512,1.59,1,1.58,0
dominicks,17024,1.59,0,1.58,0
dominicks,11904,1.55,0,1.58,1
dominicks,6528,1.59,0,1.58,0
dominicks,7232,2.01,0,1.58,0
dominicks,9984,1.59,1,1.58,0
dominicks,11648,1.59,0,1.58,0
dominicks,14336,1.59,1,1.58,0
dominicks,7232,1.59,0,1.58,0
dominicks,18176,1.46,0,1.58,1
dominicks,9728,1.59,0,1.58,0
dominicks,41088,1.59,1,1.58,0
dominicks,73344.00003,1.29,0,1.58,1
dominicks,38464,0.99,0,1.58,1
dominicks,34239.99999,1.59,1,1.58,0
dominicks,84608.00002,1.85,1,1.58,0
dominicks,10304,1.79,0,1.58,0
dominicks,896,2.49,0,1.58,0
dominicks,84608.00002,1.24,1,1.58,1
dominicks,3328,2.69,0,1.58,0
dominicks,1792,2.69,0,1.58,0
dominicks,3328,2.69,0,1.58,0
dominicks,1664,2.69,0,1.58,0
dominicks,1088,2.69,0,1.58,0
dominicks,4032,2.69,0,1.58,0
dominicks,5504,2.09,1,1.58,0
dominicks,43776,1.39,1,1.58,1
dominicks,2176,2.19,0,1.58,0
dominicks,1024,2.19,0,1.58,0
dominicks,1088,2.09,0,1.58,0
dominicks,2624,2.09,0,1.58,0
dominicks,3392,1.89,0,1.58,0
dominicks,3136,1.89,0,1.58,0
dominicks,1792,1.79,0,1.58,0
dominicks,2368,1.89,0,1.58,0
dominicks,6144,1.89,0,1.58,0
dominicks,5632,1.79,0,1.58,0
dominicks,23040,1.79,1,1.58,0
dominicks,6464,1.79,0,1.58,0
dominicks,6400,1.58,0,1.58,0
dominicks,2816,1.58,0,1.58,0
dominicks,4352,1.58,0,1.58,0
dominicks,6464,1.58,0,1.58,0
dominicks,48191.99999,1.58,1,1.58,0
dominicks,8768,1.58,0,1.58,0
dominicks,28736,1.58,0,1.58,0
dominicks,7616,1.58,0,1.58,0
dominicks,40320.00001,1.29,0,1.58,1
dominicks,12416,1.35,0,1.58,1
dominicks,12096,1.29,0,1.58,1
dominicks,2496,1.89,0,1.58,0
dominicks,17344,1.79,1,1.58,0
dominicks,10432,1.58,0,1.58,0
dominicks,24320,1.58,0,1.58,0
dominicks,5824,1.58,0,1.58,0
dominicks,8192,1.58,0,1.58,0
dominicks,8704,1.58,0,1.58,0
dominicks,8320,1.59,1,1.58,0
dominicks,21376,1.29,0,1.58,1
dominicks,7232,1.59,0,1.58,0
dominicks,7616,1.89,0,1.58,0
dominicks,6400,1.92,0,1.58,0
dominicks,4672,1.99,0,1.58,0
dominicks,12800,1.68,0,1.58,0
dominicks,42367.99999,1.69,0,1.58,0
dominicks,21696,1.71,0,1.58,0
dominicks,5824,1.99,0,1.58,0
dominicks,1856,1.99,0,1.58,0
dominicks,2816,1.99,0,1.58,0
dominicks,3840,1.74,0,1.58,0
dominicks,8000,1.43,0,1.58,1
dominicks,2816,2.09,0,1.58,0
dominicks,7488,1.69,0,1.58,0
dominicks,8640,1.69,0,1.58,0
dominicks,1280,1.58,0,1.58,0
dominicks,4544,1.58,0,1.58,0
dominicks,16000,1.59,1,1.58,0
dominicks,2432,2.19,0,1.58,0
dominicks,6784,1.59,1,1.58,0
dominicks,7488,1.59,0,1.58,0
dominicks,4288,1.59,0,1.58,0
dominicks,74111.99996,0.99,1,1.58,1
dominicks,5888,1.69,0,1.58,0
dominicks,11328,1.49,1,1.58,1
dominicks,4480,1.92,0,1.58,0
dominicks,1472,2.29,0,1.58,0
dominicks,832,2.29,0,1.58,0
dominicks,448,2.69,0,1.58,0
dominicks,64,2.69,0,1.58,0
dominicks,15104,1.99,0,1.58,0
dominicks,34623.99999,1.69,0,1.58,0
dominicks,4992,2.09,1,1.58,0
dominicks,2816,1.89,0,1.58,0
dominicks,2240,1.89,0,1.58,0
dominicks,129984,0.94,1,1.58,1
dominicks,3712,1.89,0,1.58,0
dominicks,32896.00001,0.99,1,1.58,1
dominicks,8576,0.99,0,1.58,1
dominicks,7296,1.99,0,1.58,0
dominicks,12480,1.69,0,1.58,0
dominicks,62591.99998,1.49,1,1.58,1
dominicks,18880,1.59,0,1.58,0
dominicks,6016,1.59,0,1.58,0
dominicks,182015.9999,0.99,1,1.58,1
dominicks,14912,1.58,1,1.58,0
dominicks,11904,1.58,0,1.58,0
dominicks,2816,1.58,0,1.58,0
dominicks,31424,1.58,1,1.58,0
dominicks,44480,1.58,0,1.58,0
dominicks,41343.99999,1.58,1,1.58,0
dominicks,13184,1.58,0,1.58,0
dominicks,67712.00002,1.29,1,1.58,1
dominicks,18880,1.29,0,1.58,1
dominicks,15872,1.58,1,1.58,0
dominicks,2944,1.58,0,1.58,0
dominicks,4672,1.58,1,1.58,0
dominicks,60480.00001,1.69,0,1.58,0
dominicks,20416,1.69,0,1.58,0
dominicks,6336,1.99,0,1.58,0
dominicks,1408,1.99,0,1.58,0
dominicks,21376,1.58,0,1.58,0
dominicks,6592,1.58,0,1.58,0
dominicks,7808,1.59,0,1.58,0
dominicks,2048,1.58,0,1.58,0
dominicks,25088,1.49,1,1.58,1
dominicks,4288,1.51,0,1.58,1
dominicks,1024,2.49,0,1.58,0
dominicks,5760,2.49,0,1.58,0
dominicks,5760,2.09,1,1.58,0
dominicks,2432,2.09,0,1.58,0
dominicks,1152,2.09,0,1.58,0
dominicks,6272,2.09,0,1.58,0
dominicks,21632,1.69,0,1.58,0
dominicks,94272.00002,1.69,0,1.58,0
dominicks,37312.00001,1.69,0,1.58,0
dominicks,8000,2.09,0,1.58,0
dominicks,3072,1.99,0,1.58,0
dominicks,13312,1.99,0,1.58,0
dominicks,10368,1.29,0,1.58,1
dominicks,2240,1.58,0,1.58,0
dominicks,1664,1.59,0,1.58,0
dominicks,18880,1.58,0,1.58,0
dominicks,65407.99999,1.58,0,1.58,0
dominicks,4032,2.09,0,1.58,0
dominicks,22655.99999,1.89,0,1.58,0
dominicks,5888,1.29,0,1.58,1
dominicks,10816,1.58,0,1.58,0
dominicks,14720,1.58,0,1.58,0
dominicks,68288.00002,1.58,1,1.58,0
dominicks,16832,1.58,0,1.58,0
dominicks,1920,2.19,0,1.58,0
dominicks,140287.9999,0.99,1,1.58,1
dominicks,640,2.19,0,1.58,0
dominicks,19712,1.58,0,1.58,0
dominicks,6976,2.13,0,1.58,0
dominicks,11200,1.79,1,1.58,0
dominicks,2752,1.79,0,1.58,0
dominicks,1984,2.69,0,1.58,0
dominicks,4160,2.09,0,1.58,0
dominicks,2560,2.09,0,1.58,0
dominicks,7808,1.7,0,1.58,0
dominicks,17024,1.28,0,1.58,1
dominicks,11776,1.05,0,1.58,1
dominicks,4672,1.79,0,1.58,0
dominicks,6912,1.79,0,1.58,0
dominicks,11648,1.79,0,1.58,0
dominicks,18432,1.29,0,1.58,1
dominicks,10496,1.7,0,1.58,0
dominicks,9728,1.58,0,1.58,0
dominicks,53503.99998,1.29,1,1.58,1
dominicks,8256,1.79,0,1.58,0
dominicks,8448,1.59,0,1.58,0
dominicks,6208,1.89,0,1.58,0
dominicks,84287.99999,0.99,1,1.58,1
dominicks,4928,1.89,0,1.58,0
dominicks,7744,1.89,0,1.58,0
dominicks,22976,1.49,1,1.58,1
dominicks,36799.99999,1.58,0,1.58,0
dominicks,80703.99997,1.29,1,1.58,1
dominicks,3648,1.58,0,1.58,0
dominicks,8768,1.41,0,1.58,1
dominicks,166399.9999,0.99,1,1.58,1
dominicks,2048,2.69,0,1.58,0
dominicks,5888,1.69,0,1.58,0
dominicks,36352,1.49,1,1.58,1
dominicks,5696,1.59,1,1.58,0
dominicks,7104,1.69,0,1.58,0
dominicks,19136,1.49,0,1.58,1
dominicks,7104,1.29,0,1.58,1
dominicks,5760,1.69,0,1.58,0
dominicks,3392,1.92,0,1.58,0
dominicks,1472,2.69,0,1.58,0
dominicks,4160,2.69,0,1.58,0
dominicks,36096.00001,1.59,1,1.58,0
dominicks,2432,2.19,0,1.58,0
dominicks,7360,1.99,1,1.58,0
dominicks,35456,1.09,1,1.58,1
dominicks,512,2.19,0,1.58,0
dominicks,5504,1.58,0,1.58,0
dominicks,10752,1.58,0,1.58,0
dominicks,67647.99998,1.58,0,1.58,0
dominicks,7232,1.58,0,1.58,0
dominicks,960,2.69,1,1.58,0
dominicks,7168,1.58,0,1.58,0
dominicks,4672,1.58,0,1.58,0
dominicks,33664,1.58,1,1.58,0
dominicks,30592,1.49,0,1.58,1
dominicks,6720,1.99,0,1.58,0
dominicks,41279.99999,1.59,1,1.58,0
dominicks,13504,1.59,0,1.58,0
dominicks,6080,1.58,0,1.58,0
dominicks,111296,0.99,1,1.58,1
dominicks,3456,1.58,0,1.58,0
dominicks,25855.99999,1.58,1,1.58,0
dominicks,25728,1.58,0,1.58,0
dominicks,11648,1.59,1,1.58,0
dominicks,9536,1.59,0,1.58,0
dominicks,18304,1.99,0,1.58,0
dominicks,7808,1.29,0,1.58,1
dominicks,10112,1.59,0,1.58,0
dominicks,1088,1.99,0,1.58,0
dominicks,8000,1.99,0,1.58,0
dominicks,7296,1.99,0,1.58,0
dominicks,6976,1.65,0,1.58,0
dominicks,4160,1.99,0,1.58,0
dominicks,3328,1.83,0,1.58,0
dominicks,12096,1.69,1,1.58,0
dominicks,6208,1.76,0,1.58,0
dominicks,3008,1.99,0,1.58,0
dominicks,19456,1.5,1,1.58,1
dominicks,16768,1.59,0,1.58,0
dominicks,6848,1.58,0,1.58,0
dominicks,34688.00001,1.58,1,1.58,0
dominicks,12864,1.58,0,1.58,0
dominicks,4672,1.58,0,1.58,0
dominicks,4800,1.58,0,1.58,0
dominicks,2944,1.58,0,1.58,0
dominicks,5312,1.58,0,1.58,0
dominicks,1664,1.58,0,1.58,0
dominicks,1920,1.58,0,1.58,0
dominicks,960,1.58,0,1.58,0
dominicks,13120,1.58,1,1.58,0
dominicks,7360,1.59,1,1.58,0
dominicks,1408,1.58,0,1.58,0
dominicks,832,2.49,0,1.58,0
dominicks,1664,1.58,0,1.58,0
dominicks,14592,1.58,1,1.58,0
dominicks,20928,1.58,0,1.58,0
